TRANSACTION_ID,TRANSACTION_DATE,TRANSACTION_TIME,TRANSACTION_QTY,STORE_ID,STORE_LOCATION,PRODUCT_ID,UNIT_PRICE,PRODUCT_CATEGORY,PRODUCT_TYPE,PRODUCT_DETAIL,WEEK,MONTH,REVENUE
89751,2023/05/09,41:40.0,1,8,Hell's Kitchen,77,3,Bakery,Scone,Oatmeal Scone,Tuesday,May,3
89752,2023/05/09,42:24.0,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Tuesday,May,2.5
89753,2023/05/09,42:24.0,1,3,Astoria,5,15,Coffee beans,Gourmet Beans,Columbian Medium Roast,Tuesday,May,15
89754,2023/05/09,53:18.0,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Tuesday,May,3.5
89755,2023/05/09,56:44.0,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,Tuesday,May,3
89756,2023/05/09,01:12.0,1,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot,Tuesday,May,3
89757,2023/05/09,01:49.0,2,3,Astoria,37,3,Coffee,Barista Espresso,Espresso shot,Tuesday,May,6
89758,2023/05/09,02:25.0,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,Tuesday,May,7.5
89759,2023/05/09,03:21.0,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Tuesday,May,4.4
89760,2023/05/09,03:21.0,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Tuesday,May,3.5
89761,2023/05/09,05:23.0,1,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Tuesday,May,4
89762,2023/05/09,06:27.0,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,Tuesday,May,3.75
89763,2023/05/09,09:25.0,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Tuesday,May,2.2
89764,2023/05/09,09:25.0,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,Tuesday,May,4.5
89765,2023/05/09,09:46.0,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Tuesday,May,5.1
89766,2023/05/09,10:59.0,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Tuesday,May,9
89767,2023/05/09,12:17.0,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,Tuesday,May,6
89768,2023/05/09,12:17.0,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone,Tuesday,May,3
89769,2023/05/09,12:54.0,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Tuesday,May,5
89770,2023/05/09,12:59.0,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Tuesday,May,5.1
89771,2023/05/09,13:31.0,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,Tuesday,May,6
89772,2023/05/09,14:23.0,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Tuesday,May,2.5
89773,2023/05/09,14:42.0,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,Tuesday,May,7.5
89774,2023/05/09,14:42.0,1,5,Lower Manhattan,75,4.38,Bakery,Pastry,Croissant,Tuesday,May,4.38
89775,2023/05/09,14:42.0,1,5,Lower Manhattan,20,7.6,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Tuesday,May,7.6
89776,2023/05/09,14:51.0,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Tuesday,May,3.75
89777,2023/05/09,18:42.0,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Tuesday,May,5
89778,2023/05/09,19:47.0,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Tuesday,May,3.75
89779,2023/05/09,21:28.0,1,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Tuesday,May,3.1
89780,2023/05/09,21:28.0,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,Tuesday,May,3.25
89781,2023/05/09,21:59.0,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Tuesday,May,3.5
89782,2023/05/09,22:08.0,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,Tuesday,May,6
89783,2023/05/09,23:50.0,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,Tuesday,May,7.5
89784,2023/05/09,23:50.0,1,5,Lower Manhattan,72,4.06,Bakery,Scone,Ginger Scone,Tuesday,May,4.06
89785,2023/05/09,29:16.0,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Tuesday,May,5
89786,2023/05/09,29:49.0,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Tuesday,May,3.5
89787,2023/05/09,30:24.0,1,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Tuesday,May,2.5
89788,2023/05/09,30:27.0,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Tuesday,May,6.2
89789,2023/05/09,30:27.0,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,Tuesday,May,3.75
89790,2023/05/09,30:47.0,2,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Tuesday,May,6.2
89791,2023/05/09,30:47.0,1,5,Lower Manhattan,72,4.06,Bakery,Scone,Ginger Scone,Tuesday,May,4.06
89792,2023/05/09,33:19.0,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Tuesday,May,2.5
89793,2023/05/09,34:13.0,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Tuesday,May,3.1
89794,2023/05/09,38:43.0,1,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Tuesday,May,3
89795,2023/05/09,38:43.0,1,5,Lower Manhattan,79,4.69,Bakery,Scone,Jumbo Savory Scone,Tuesday,May,4.69
89796,2023/05/09,40:25.0,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,Tuesday,May,3
89797,2023/05/09,45:22.0,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,Tuesday,May,3.75
89798,2023/05/09,45:22.0,1,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Tuesday,May,0.8
89799,2023/05/09,46:18.0,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Tuesday,May,3.75
89800,2023/05/09,47:19.0,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,Tuesday,May,3.75
89801,2023/05/09,47:35.0,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Tuesday,May,7.5
89802,2023/05/09,49:16.0,1,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Tuesday,May,3.75
89803,2023/05/09,49:33.0,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Tuesday,May,5
89804,2023/05/09,49:33.0,1,5,Lower Manhattan,81,28,Branded,Clothing,I Need My Bean! T-shirt,Tuesday,May,28
89805,2023/05/09,50:37.0,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Tuesday,May,7
89806,2023/05/09,51:25.0,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Tuesday,May,3
89807,2023/05/09,51:36.0,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Tuesday,May,5
89808,2023/05/09,51:36.0,1,5,Lower Manhattan,82,12,Branded,Housewares,I Need My Bean! Diner mug,Tuesday,May,12
89809,2023/05/09,01:25.0,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Tuesday,May,5
89810,2023/05/09,02:50.0,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Tuesday,May,2.5
89811,2023/05/09,02:50.0,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,Tuesday,May,3.75
89812,2023/05/09,03:21.0,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Tuesday,May,5
89813,2023/05/09,03:58.0,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Tuesday,May,5
89814,2023/05/09,03:58.0,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,Tuesday,May,3.75
89815,2023/05/09,04:41.0,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,Tuesday,May,3.75
89816,2023/05/09,04:41.0,1,3,Astoria,6,21,Coffee beans,Gourmet Beans,Ethiopia,Tuesday,May,21
89817,2023/05/09,04:41.0,1,3,Astoria,12,8.95,Loose Tea,Herbal tea,Peppermint,Tuesday,May,8.95
89818,2023/05/09,06:36.0,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Tuesday,May,4
89819,2023/05/09,09:30.0,1,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Tuesday,May,2.5
89820,2023/05/09,10:50.0,1,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,Tuesday,May,3
89821,2023/05/09,10:59.0,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Tuesday,May,5.1
89822,2023/05/09,10:59.0,1,8,Hell's Kitchen,3,14.75,Coffee beans,Espresso Beans,Espresso Roast,Tuesday,May,14.75
89823,2023/05/09,14:12.0,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Tuesday,May,5
89824,2023/05/09,14:12.0,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Tuesday,May,4
89825,2023/05/09,17:33.0,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Tuesday,May,3.75
89826,2023/05/09,17:33.0,1,3,Astoria,13,8.95,Loose Tea,Black tea,English Breakfast,Tuesday,May,8.95
89827,2023/05/09,17:43.0,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Tuesday,May,7
89828,2023/05/09,18:25.0,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Tuesday,May,3
89829,2023/05/09,18:25.0,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,Tuesday,May,4.5
89830,2023/05/09,21:07.0,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Tuesday,May,6
89831,2023/05/09,25:05.0,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Tuesday,May,3.1
89832,2023/05/09,25:05.0,1,3,Astoria,5,15,Coffee beans,Gourmet Beans,Columbian Medium Roast,Tuesday,May,15
89833,2023/05/09,25:08.0,2,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Tuesday,May,5
89834,2023/05/09,25:29.0,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Tuesday,May,2.5
89835,2023/05/09,25:29.0,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Tuesday,May,3.5
89836,2023/05/09,27:12.0,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Tuesday,May,4.9
89837,2023/05/09,30:19.0,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,Tuesday,May,3
89838,2023/05/09,30:19.0,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,Tuesday,May,3.25
89839,2023/05/09,30:19.0,1,8,Hell's Kitchen,3,14.75,Coffee beans,Espresso Beans,Espresso Roast,Tuesday,May,14.75
89840,2023/05/09,31:43.0,1,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Tuesday,May,2.5
89841,2023/05/09,33:35.0,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Tuesday,May,2.5
89842,2023/05/09,38:08.0,2,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Tuesday,May,4
89843,2023/05/09,44:22.0,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Tuesday,May,7
89844,2023/05/09,45:19.0,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,Tuesday,May,7.5
89845,2023/05/09,45:19.0,1,5,Lower Manhattan,78,5.63,Bakery,Scone,Scottish Cream Scone ,Tuesday,May,5.63
89846,2023/05/09,45:37.0,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Tuesday,May,2.5
89847,2023/05/09,45:52.0,1,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,Tuesday,May,3
89848,2023/05/09,45:52.0,1,3,Astoria,12,8.95,Loose Tea,Herbal tea,Peppermint,Tuesday,May,8.95
89849,2023/05/09,48:23.0,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Tuesday,May,2.2
89850,2023/05/09,48:23.0,1,5,Lower Manhattan,10,10,Coffee beans,Green beans,Guatemalan Sustainably Grown,Tuesday,May,10
89851,2023/05/09,52:31.0,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,Tuesday,May,6
89852,2023/05/09,55:40.0,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Tuesday,May,5
89853,2023/05/09,57:00.0,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Tuesday,May,3
89854,2023/05/09,58:58.0,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Tuesday,May,6.2
89855,2023/05/09,00:00.0,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Tuesday,May,2.5
89856,2023/05/09,00:34.0,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Tuesday,May,7.5
89857,2023/05/09,02:02.0,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Tuesday,May,4.5
89858,2023/05/09,02:02.0,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,Tuesday,May,4.5
89859,2023/05/09,02:39.0,1,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Tuesday,May,4.5
89860,2023/05/09,03:55.0,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,Tuesday,May,3
89861,2023/05/09,06:45.0,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,Tuesday,May,3
89862,2023/05/09,06:45.0,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,Tuesday,May,0.8
89863,2023/05/09,07:13.0,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Tuesday,May,3
89864,2023/05/09,07:53.0,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,Tuesday,May,7.5
89865,2023/05/09,08:47.0,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,Tuesday,May,3
89866,2023/05/09,08:47.0,1,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,Tuesday,May,0.8
89867,2023/05/09,12:25.0,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Tuesday,May,2.55
89868,2023/05/09,15:21.0,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Tuesday,May,7
89869,2023/05/09,16:29.0,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Tuesday,May,7.5
89870,2023/05/09,16:46.0,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Tuesday,May,4.25
89871,2023/05/09,16:46.0,1,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup,Tuesday,May,0.8
89872,2023/05/09,18:03.0,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Tuesday,May,3
89873,2023/05/09,18:44.0,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Tuesday,May,4.75
89874,2023/05/09,18:53.0,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Tuesday,May,3.75
89875,2023/05/09,20:56.0,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,Tuesday,May,7.5
89876,2023/05/09,20:56.0,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone,Tuesday,May,3
89877,2023/05/09,21:33.0,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Tuesday,May,2.5
89878,2023/05/09,21:37.0,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Tuesday,May,4.4
89879,2023/05/09,24:09.0,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Tuesday,May,6
89880,2023/05/09,28:39.0,2,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,Tuesday,May,7.5
89881,2023/05/09,33:33.0,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Tuesday,May,2.5
89882,2023/05/09,43:19.0,1,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Tuesday,May,2.5
89883,2023/05/09,45:23.0,2,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Tuesday,May,6
89884,2023/05/09,46:38.0,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,Tuesday,May,4.25
89885,2023/05/09,46:38.0,2,8,Hell's Kitchen,64,0.8,Flavours,Regular syrup,Hazelnut syrup,Tuesday,May,1.6
89886,2023/05/09,49:22.0,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Tuesday,May,7.5
89887,2023/05/09,49:22.0,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone,Tuesday,May,3
89888,2023/05/09,49:49.0,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Tuesday,May,4.4
89889,2023/05/09,49:49.0,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,Tuesday,May,3.75
89890,2023/05/09,50:13.0,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Tuesday,May,3.75
89891,2023/05/09,50:27.0,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,Tuesday,May,7.5
89892,2023/05/09,50:27.0,1,5,Lower Manhattan,14,8.95,Loose Tea,Black tea,Earl Grey,Tuesday,May,8.95
89893,2023/05/09,51:41.0,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,Tuesday,May,7.5
89894,2023/05/09,53:17.0,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Tuesday,May,9
89895,2023/05/09,58:52.0,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,Tuesday,May,6
89896,2023/05/09,02:31.0,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Tuesday,May,3
89897,2023/05/09,03:18.0,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Tuesday,May,2.5
89898,2023/05/09,03:18.0,1,5,Lower Manhattan,69,4.06,Bakery,Biscotti,Hazelnut Biscotti,Tuesday,May,4.06
89899,2023/05/09,05:01.0,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,Tuesday,May,3.75
89900,2023/05/09,05:13.0,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Tuesday,May,5
89901,2023/05/09,07:54.0,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Tuesday,May,2.5
89902,2023/05/09,07:54.0,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone,Tuesday,May,3
89903,2023/05/09,08:27.0,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Tuesday,May,2
89904,2023/05/09,11:01.0,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,Tuesday,May,3
89905,2023/05/09,11:17.0,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Tuesday,May,7
89906,2023/05/09,11:18.0,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Tuesday,May,2.2
89907,2023/05/09,13:56.0,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,Tuesday,May,6
89908,2023/05/09,19:11.0,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,Tuesday,May,6
89909,2023/05/09,19:11.0,1,5,Lower Manhattan,83,14,Branded,Housewares,I Need My Bean! Latte cup,Tuesday,May,14
89910,2023/05/09,20:02.0,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Tuesday,May,2.2
89911,2023/05/09,20:25.0,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Tuesday,May,5
89912,2023/05/09,22:12.0,1,8,Hell's Kitchen,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Tuesday,May,2
89913,2023/05/09,24:37.0,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Tuesday,May,5
89914,2023/05/09,28:11.0,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,Tuesday,May,6
89915,2023/05/09,28:11.0,1,3,Astoria,16,8.95,Loose Tea,Chai tea,Traditional Blend Chai,Tuesday,May,8.95
89916,2023/05/09,28:20.0,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Tuesday,May,7
89917,2023/05/09,28:36.0,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,Tuesday,May,3.75
89918,2023/05/09,29:08.0,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,Tuesday,May,3.75
89919,2023/05/09,29:08.0,2,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Tuesday,May,1.6
89920,2023/05/09,31:50.0,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Tuesday,May,2.45
89921,2023/05/09,31:50.0,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Tuesday,May,3.25
89922,2023/05/09,37:01.0,1,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Tuesday,May,3.1
89923,2023/05/09,37:54.0,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Tuesday,May,2.45
89924,2023/05/09,39:32.0,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,Tuesday,May,6
89925,2023/05/09,39:32.0,1,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup,Tuesday,May,0.8
89926,2023/05/09,41:22.0,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Tuesday,May,2.5
89927,2023/05/09,41:25.0,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Tuesday,May,4
89928,2023/05/09,43:22.0,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Tuesday,May,7
89929,2023/05/09,43:22.0,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Tuesday,May,3.5
89930,2023/05/09,44:08.0,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Tuesday,May,7
89931,2023/05/09,46:10.0,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,Tuesday,May,3.75
89932,2023/05/09,46:10.0,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,Tuesday,May,3.25
89933,2023/05/09,46:10.0,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,Tuesday,May,3.75
89934,2023/05/09,46:10.0,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,Tuesday,May,3.75
89935,2023/05/09,46:44.0,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Tuesday,May,4.9
89936,2023/05/09,47:07.0,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Tuesday,May,3
89937,2023/05/09,47:30.0,1,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,Tuesday,May,3
89938,2023/05/09,49:53.0,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Tuesday,May,5
89939,2023/05/09,49:53.0,1,5,Lower Manhattan,82,12,Branded,Housewares,I Need My Bean! Diner mug,Tuesday,May,12
89940,2023/05/09,50:28.0,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Tuesday,May,3.5
89941,2023/05/09,50:44.0,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Tuesday,May,4
89942,2023/05/09,51:05.0,2,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Tuesday,May,4
89943,2023/05/09,51:33.0,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,Tuesday,May,6
89944,2023/05/09,52:37.0,1,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Tuesday,May,4.25
89945,2023/05/09,52:51.0,2,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Tuesday,May,6.2
89946,2023/05/09,53:14.0,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,Tuesday,May,3
89947,2023/05/09,53:45.0,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Tuesday,May,2.2
89948,2023/05/09,55:32.0,1,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Tuesday,May,3.5
89949,2023/05/09,03:24.0,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Tuesday,May,2.2
